"SEXEQ" "AGER" "FAMIQ" "RELAT" "PCSPQ" "IMPNBS" "REJETS" "OPGNB" "MOYRV" "TAVEP" "ENDET" "GAGET" "GAGEC" "GAGEM" "KVUNB" "QSMOY" "QCRED" "DMVTP" "BOPPN" "FACAN" "LGAGT" "VIENB" "VIEMT" "UEMNB" "UEMMTS" "XLGNB" "XLGMT" "YLVNB" "YLVMT" "NBELTS" "MTELTS" "NBCATS" "MTCATS" "NBBECS" "MTBECS" "ROCNB" "NTCAS" "NPTAG" "ITAVC" "HAVEF" "JNBJD" "CARVP"
"2941573" "Sfem" 47 "Fmar" 199 "Pint" 0 0 0 20 105 9 131883 0 131883 2 -174 21 13 56 0 0 0 0 2 105 1 0 1 105 0 0 0 0 0 0 31 1 0 2779 0 57 "Cnon"
"2942100" "Shom" 64 "Fdiv" 158 "Psan" 0 0 0 0 22861 0 0 0 0 1 4524 0 41 2 0 0 2 130402 1 22861 0 0 0 0 1 22861 0 0 0 0 NA 0 0 157448 130402 0 "Cnon"
"3041942" "Shom" 57 "Fmar" 256 "Pemp" 0 0 0 13 286 9 2373 0 2373 1 7911 13 14 47 0 0 0 0 2 286 0 0 2 286 0 0 0 0 0 0 16 1 0 6063 0 0 "Cnon"
"3044574" "Sfem" 48 "Fcel" 297 "Pemp" 0 0 2 29 0 3 21055 0 21055 1 -5194 28 13 65 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 11 3 2 5610 200 74 "Cnon"
"3142910" "Shom" 54 "Fmar" 231 "Pemp" 0 0 0 21 68783 8 20349 0 0 1 10118 17 13 10 0 20349 0 0 2 68783 1 41953 1 26830 0 0 0 0 0 0 2 1 0 80362 500 0 "Cnon"
"3143120" "Shom" 38 "Fcel" 223 "Pemp" 0 0 1 9 0 0 0 0 0 1 9199 9 13 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 1 0 14589 0 0 "Cnon"
"3144171" "Shom" 42 "Fmar" 261 "Pouv" 0 0 0 9 58390 49 146185 0 0 1 2094 9 13 15 0 146185 1 59479 4 58390 2 33646 1 8499 1 16245 0 0 0 0 NA 0 0 122672 61479 0 "Cnon"
"3145085" "Sfem" 33 "Fcel" 161 "Pouv" 0 0 0 10 0 0 0 0 0 1 6331 10 13 24 39000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 1 0 617 0 0 "Cnon"
"3145477" "Sfem" 36 "Fcel" 147 "Pcad" 0 0 1 16 12174 0 0 0 0 1 5686 13 13 34 15000 0 0 0 1 12174 0 0 1 12174 0 0 0 0 0 0 15 1 0 21327 0 5 "Cnon"
"3145526" "Sfem" 32 "Fmar" 286 "Psan" 0 0 0 0 41510 0 0 0 0 1 126 0 78 0 0 0 0 0 1 41510 0 0 1 41510 0 0 0 0 0 0 NA 0 0 41633 0 0 "Cnon"
"3145563" "Shom" 38 "Fuli" 143 "Pemp" 0 0 0 19 11075 7 23667 0 23667 1 4141 11 13 38 0 0 0 0 1 11075 0 0 1 11075 0 0 0 0 0 0 11 1 0 16469 0 0 "Cnon"
"3145644" "Sfem" 39 "Fmar" 140 "Pint" 0 0 0 0 0 0 20589 0 0 1 70 0 36 2 0 20589 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA 0 0 8 0 0 "Cnon"
"3145867" "Shom" 38 "Fcel" 131 "Pemp" 0 0 0 8 0 6 42789 0 0 1 3227 8 16 18 0 42789 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA 0 0 6084 0 22 "Cnon"
"3146067" "Shom" 59 "Fcel" 123 "Pcad" 0 -3 2 34 189 9 240408 62310 178098 2 -42411 34 13 43 290530 0 0 0 1 189 0 0 1 189 0 0 0 0 0 0 13 2 0 197 0 114 "Cnon"
"3146161" "Sfem" 57 "Fdiv" 120 "Pemp" 0 0 1 17 269112 0 0 0 0 1 3998 14 13 47 0 0 1 43179 3 269112 2 239112 1 30000 0 0 0 0 0 0 0 1 1 318116 43179 0 "Cnon"
"3243479" "Sfem" 37 "Fmar" 170 "Pemp" 0 0 0 10 2125 0 0 0 0 1 3328 10 13 41 29090 0 0 0 1 2125 0 0 1 2125 0 0 0 0 0 0 16 1 0 5980 0 0 "Cnon"
"3243640" "Shom" 41 "Fcel" 238 "Pint" 0 -2 0 14 279 12 29021 2131 26890 1 -5244 13 13 36 0 0 0 0 3 279 1 0 2 279 0 0 0 0 0 0 10 2 1 479 200 76 "Cnon"
"3244235" "Shom" 32 "Fmar" 138 "Pint" 0 0 0 22 313 39 462600 237 13889 2 -2897 22 13 56 155260 448474 0 0 3 313 2 0 1 313 0 0 0 0 0 0 15 2 1 1178 0 97 "Cnon"
"3244536" "Sfem" 50 "Fdiv" 125 "Pemp" 0 0 0 3 0 0 0 0 0 1 2646 3 14 21 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 2541 0 0 "Cnon"
"3245197" "Shom" 45 "Fcel" 102 "Pouv" 0 0 1 7 2703 0 1037 1037 0 1 1570 6 13 15 0 0 0 0 1 2703 0 0 1 2703 0 0 0 0 0 0 0 1 1 2703 0 17 "Cnon"
"3250756" "Sfem" 45 "Fmar" 236 "Pint" 0 0 1 87 99953 8 257301 0 0 1 155776 87 13 58 0 257301 0 0 1 99953 1 99953 0 0 0 0 0 0 0 0 25 2 0 289655 0 0 "Cnon"
"3251040" "Sfem" 53 "Fdiv" 224 "Pcad" 0 0 2 107 2335 19 20394 0 20394 1 51583 107 14 31 0 0 0 0 1 2335 1 2335 0 0 0 0 0 0 0 0 4 1 0 27061 0 0 "Cnon"
"3251634" "Sfem" 49 "Fdiv" 198 "Pemp" 0 0 0 0 0 0 0 0 0 1 1056 0 13 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 1647 0 0 "Cnon"
"3252260" "Sfem" 58 "Fcel" 174 "Pemp" 0 0 3 14 0 0 0 0 0 1 2437 14 13 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 9045 200 29 "Cnon"
"3253668" "Shom" 36 "Fmar" 115 "Pouv" 0 0 0 3 0 0 0 0 0 1 1188 3 21 6 7000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 171 0 0 "Cnon"
"3256410" "Sfem" 22 "Fcel" 77 "Psan" 0 0 3 12 0 0 0 0 0 1 2994 12 13 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 2 0 4557 0 14 "Cnon"
"3256479" "Sfem" 23 "Fcel" 77 "Psan" 0 0 2 4 270 0 0 0 0 1 2777 4 14 15 0 0 0 0 1 270 0 0 1 270 0 0 0 0 0 0 NA 0 0 4192 0 0 "Cnon"
"3256535" "Sfem" 65 "Fmar" 38 "Psan" 0 0 0 0 29246 0 0 0 0 0 0 0 0 0 0 0 2 13077 1 29246 1 29246 0 0 0 0 0 0 0 0 NA 0 0 144556 115310 0 "Cnon"
"3340129" "Shom" 65 "Fdiv" 313 "Pouv" 0 0 0 10 35397 0 3260 3260 0 1 138 10 13 27 50500 0 2 39521 3 35397 1 34740 2 657 0 0 0 0 0 0 5 1 0 75418 40021 51 "Cnon"
"3340480" "Shom" 60 "Fmar" 306 "Pcad" 0 0 0 58 34667 1 10370 0 10370 1 10789 46 14 64 0 0 0 0 1 34667 0 0 1 34667 0 0 0 0 0 0 23 3 0 59632 0 6 "Cnon"
"3341425" "Shom" 58 "Fmar" 279 "Pcad" 0 0 10 68 85716 0 0 0 0 2 22306 68 13 55 73950 0 0 0 3 85716 1 10143 2 75573 0 0 0 0 0 0 5 3 0 109336 750 0 "Cnon"
"3342318" "Shom" 44 "Fmar" 256 "Pint" 0 0 3 15 155 0 0 0 0 1 5803 15 13 53 0 0 0 0 1 155 0 0 1 155 0 0 0 0 0 0 24 2 1 8222 0 3 "Cnon"
"3342565" "Shom" 36 "Fcel" 249 "Pemp" 0 0 0 5 11012 0 0 0 0 1 18392 1 13 37 84400 0 0 0 2 11012 1 0 1 11012 0 0 0 0 0 0 13 3 2 18939 0 0 "Cnon"
"3343688" "Shom" 52 "Fmar" 217 "Pcad" 0 0 0 0 150 0 0 0 0 0 0 0 0 0 0 0 0 0 1 150 0 0 1 150 0 0 0 0 0 0 NA 0 0 150 0 0 "Cnon"
"3345060" "Sfem" 40 "Fcel" 188 "Pcad" 0 0 3 9 100 0 4929 4929 0 1 -2242 9 13 40 0 0 0 0 1 100 0 0 1 100 0 0 0 0 0 0 0 1 1 100 0 78 "Cnon"
"3346898" "Sfem" 25 "Fcel" 134 "Psan" 0 0 0 0 137 0 0 0 0 0 0 0 0 0 0 0 0 0 1 137 0 0 1 137 0 0 0 0 0 0 NA 0 0 137 0 0 "Cnon"
"3348053" "Shom" 25 "Fcel" 97 "Psan" 0 0 1 8 8037 0 0 0 0 1 3938 8 15 42 0 0 0 0 2 8037 1 7930 1 107 0 0 0 0 0 0 29 2 1 13221 0 7 "Cnon"
"3442066" "Shom" 40 "Fcel" 238 "Pint" 0 0 0 2 0 0 0 0 0 1 5494 2 14 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1 0 2529 0 0 "Cnon"
"3444017" "Shom" 31 "Fcel" 152 "Pemp" 0 0 0 9 50200 12 49172 12124 37048 1 -8161 9 13 41 0 0 0 0 4 50200 2 49822 2 378 0 0 0 0 0 0 22 1 0 50200 0 82 "Cnon"
"3444087" "Shom" 20 "Fcel" 147 "Psan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 854 0 0 "Cnon"
"3444787" "Sfem" 47 "Fmar" 106 "Pouv" 0 0 0 1 2735 0 0 0 0 1 25437 1 28 4 0 0 0 0 1 2735 1 2735 0 0 0 0 0 0 0 0 NA 0 0 25066 0 0 "Cnon"
"3450974" "Shom" 33 "Fcel" 130 "Pouv" 0 0 6 5 198194 29 32018 0 32018 1 3904 5 16 13 0 0 1 5503 2 198194 2 198194 0 0 0 0 0 0 0 0 NA 0 0 205202 5503 0 "Cnon"
"3460239" "Shom" 60 "Fmar" 176 "Pret" 0 0 1 11 256 3 21444 0 21444 1 6048 10 13 52 0 0 0 0 1 256 0 0 1 256 0 0 0 0 0 0 10 1 0 36631 0 3 "Cnon"
"3460539" "Sfem" 45 "Fmar" 200 "Pemp" 0 0 0 0 440 0 0 0 0 0 0 0 0 0 0 0 0 0 1 440 0 0 1 440 0 0 0 0 0 0 NA 0 0 440 0 0 "Cnon"
"3460626" "Shom" 49 "Fmar" 142 "Pemp" 0 0 0 31 44014 8 186054 0 186054 1 7923 30 13 89 0 0 0 0 3 44014 2 43914 1 100 0 0 0 0 0 0 23 2 0 56232 311 0 "Cnon"
"3462789" "Sfem" 29 "Fmar" 67 "Pint" 0 0 1 11 122344 0 0 0 0 1 20118 9 14 36 14000 0 0 0 3 122344 2 103374 1 18970 0 0 0 0 0 0 8 1 0 143110 0 0 "Cnon"
"3462957" "Sfem" 50 "Fmar" 209 "Pemp" 0 0 0 0 147000 0 0 0 0 0 0 0 0 0 0 0 1 39028 2 147000 1 127594 1 19406 0 0 0 0 0 0 NA 0 0 186028 39028 0 "Cnon"
"3463505" "Sfem" 59 "Fmar" 242 "Pint" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 "Cnon"
"3740915" "Shom" 49 "Fmar" 315 "Pemp" 0 0 3 18 12176 17 147106 0 147106 1 14035 18 14 22 49930 0 0 0 2 12176 2 12176 0 0 0 0 0 0 0 0 0 1 0 15016 2558 0 "Cnon"
"3742186" "Sfem" 55 "Fmar" 221 "Pemp" 0 0 0 2 90146 0 0 0 0 1 2355 2 51 0 0 0 1 3618 2 90146 1 89488 1 658 0 0 0 0 0 0 NA 0 0 94888 3618 0 "Cnon"
"3742974" "Shom" 38 "Fmar" 188 "Pemp" 0 0 9 36 0 0 0 0 0 1 3009 36 13 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 7542 0 13 "Cnon"
"3742983" "Sfem" 40 "Fcel" 231 "Psan" 0 0 0 1 172633 0 0 0 0 0 0 0 0 0 0 0 1 6167 3 172633 0 0 1 989 2 171644 0 0 0 0 NA 0 0 178800 6167 0 "Cnon"
"3743601" "Shom" 39 "Fcel" 161 "Pint" 0 0 1 18 150193 20 82914 0 82914 1 10523 18 13 39 0 0 0 0 4 150193 1 29237 3 120956 0 0 0 0 0 0 11 1 0 155301 0 0 "Cnon"
"3744033" "Sfem" 31 "Fcel" 152 "Pint" 0 0 3 32 67963 0 0 0 0 1 10307 32 13 62 0 0 1 14208 3 67963 2 10664 1 57299 0 0 0 0 0 0 24 1 0 90134 16754 0 "Cnon"
"3745854" "Shom" 43 "Fmar" 137 "Pcad" 0 0 0 28 26280 11 211408 0 211408 1 37582 28 14 54 0 0 0 0 3 26280 2 26178 1 102 0 0 0 0 0 0 18 1 0 55272 0 0 "Cnon"
"3746406" "Sfem" 22 "Fcel" 60 "Psan" 0 0 0 0 0 0 0 0 0 1 33 0 42 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 298 0 0 "Cnon"
"3746417" "Shom" 24 "Fcel" 60 "Pouv" 0 0 1 7 57361 0 0 0 0 1 5949 7 13 18 0 0 0 0 2 57361 1 49008 1 8353 0 0 0 0 0 0 6 1 0 58802 0 0 "Cnon"
"3840063" "Shom" 58 "Fmar" 304 "Pret" 0 0 1 3 0 0 1355 1355 0 1 -1690 3 15 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 78 "Cnon"
"3841317" "Shom" 55 "Fdiv" 223 "Pcad" 0 0 0 22 29891 0 0 0 0 1 5944 22 14 25 0 0 0 0 2 29891 0 0 2 29891 0 0 0 0 0 0 7 1 0 33658 0 0 "Cnon"
"3841771" "Sfem" 57 "Fmar" 308 "Pint" 0 0 0 0 3700 0 0 0 0 0 0 0 0 0 0 0 1 33137 1 3700 1 3700 0 0 0 0 0 0 0 0 NA 0 0 36837 33137 0 "Cnon"
"3842000" "Shom" 64 "Fmar" 297 "Pint" 0 0 4 16 41766 26 168445 0 168445 1 6610 16 13 55 0 0 1 17257 2 41766 1 12094 1 29672 0 0 0 0 0 0 NA 0 0 63705 17257 0 "Cnon"
"3842179" "Sfem" 61 "Fmar" 849 "Pret" 0 0 0 0 175753 0 0 0 0 1 2852 0 287 0 1266 0 0 0 2 175753 2 175753 0 0 0 0 0 0 0 0 NA 0 0 178604 0 0 "Cnon"
"3842294" "Sfem" 28 "Fcel" 129 "Psan" 0 0 3 6 15734 0 0 0 0 1 12015 6 14 14 0 0 0 0 2 15734 2 15734 0 0 0 0 0 0 0 0 NA 0 0 32388 0 0 "Cnon"
"3901594" "Sfem" 64 "Fcel" 163 "Pemp" 0 0 1 5 99491 0 0 0 0 1 6356 5 13 9 0 0 2 152599 2 99491 2 99491 0 0 0 0 0 0 0 0 NA 0 0 271219 162599 0 "Cnon"
"4001437" "Sfem" 52 "Fdiv" 148 "Pemp" 0 0 1 3 200 9 14092 14092 0 1 -6145 3 13 20 0 0 1 19819 1 200 0 0 1 200 0 0 0 0 0 0 8 2 0 20019 19819 90 "Cnon"
"4001712" "Sfem" 37 "Fcel" 133 "Pemp" 0 0 0 2 0 0 0 0 0 1 685 2 13 7 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA 0 0 851 0 15 "Cnon"
"4002914" "Sfem" 28 "Fmar" 96 "Psan" 0 0 1 1 0 0 0 0 0 1 14305 1 33 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 5874 0 0 "Cnon"
"4110440" "Shom" 31 "Fcel" 129 "Psan" 0 0 0 2 10065 0 0 0 0 1 8136 2 13 10 0 0 0 0 1 10065 0 0 1 10065 0 0 0 0 0 0 NA 0 0 16134 0 0 "Cnon"
"4210674" "Shom" 55 "Fmar" 110 "Pint" 0 0 0 27 173614 0 0 0 0 1 28263 27 13 6 5400 0 0 0 2 173614 0 0 2 173614 0 0 0 0 0 0 NA 0 0 210432 0 0 "Cnon"
"4211192" "Shom" 38 "Fmar" 79 "Pemp" 0 0 1 16 5031 0 0 0 0 1 16545 16 13 25 0 0 0 0 1 5031 0 0 1 5031 0 0 0 0 0 0 NA 0 0 43372 0 0 "Cnon"
"5000996" "Sfem" 60 "Fmar" 41 "Psan" 0 0 2 5 0 0 0 0 0 1 4047 5 14 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3582 0 0 "Cnon"
"5002382" "Sfem" 39 "Fcel" 40 "Pemp" 0 0 0 9 5616 0 0 0 0 1 4633 9 13 27 0 0 0 0 1 5616 0 0 1 5616 0 0 0 0 0 0 5 1 0 7579 0 0 "Cnon"
"5004349" "Sfem" 31 "Fmar" 40 "Pcad" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 "Cnon"
"5004713" "Shom" 42 "Fmar" 39 "Pcad" 0 0 0 13 100 0 0 0 0 1 378 13 13 44 0 0 0 0 1 100 0 0 1 100 0 0 0 0 0 0 9 1 0 1971 0 48 "Cnon"
"5004931" "Shom" 20 "Fcel" 39 "Pemp" 0 0 4 7 100 0 10329 10329 0 1 2038 7 13 29 0 0 0 0 2 100 1 0 1 100 0 0 0 0 0 0 9 1 0 200 0 2 "Cnon"
"5005108" "Shom" 26 "Fcel" 39 "Psan" 0 0 3 3 6523 16 16031 16031 0 1 29985 1 14 19 55900 0 0 0 2 6523 0 0 2 6523 0 0 0 0 0 0 0 1 1 8331 0 0 "Cnon"
"5007656" "Shom" 32 "Fmar" 38 "Pouv" 0 0 1 5 0 0 2 2 0 1 2654 5 16 13 41710 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 0 0 5 "Cnon"
"5009435" "Sfem" 47 "Fmar" 38 "Pint" 0 0 0 1 0 0 0 0 0 1 -207 1 30 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 300 0 47 "Cnon"
"5009872" "Sfem" 32 "Fmar" 38 "Psan" 0 0 0 0 14735 0 0 0 0 0 0 0 0 0 0 0 0 0 1 14735 1 14735 0 0 0 0 0 0 0 0 NA 0 0 14735 0 0 "Cnon"
"5011589" "Shom" 30 "Fcel" 37 "Pemp" 0 0 0 8 3792 10 63839 0 63839 1 8298 8 13 44 35000 0 0 0 3 3792 2 3628 1 164 0 0 0 0 0 0 14 1 0 10532 0 1 "Cnon"
"5011780" "Sfem" 61 "Fmar" 37 "Psan" 0 0 0 0 13840 0 0 0 0 0 0 0 0 0 0 0 0 0 1 13840 1 13840 0 0 0 0 0 0 0 0 NA 0 0 13840 0 0 "Cnon"
"5014043" "Sfem" 46 "Fmar" 36 "Pcad" 0 0 0 0 2596 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2596 1 2596 0 0 0 0 0 0 0 0 NA 0 0 3015 0 0 "Cnon"
"5015151" "Shom" 60 "Fcel" 35 "Pret" 0 0 0 0 35873 0 0 0 0 1 735 0 77 0 0 0 0 0 1 35873 0 0 1 35873 0 0 0 0 0 0 NA 0 0 36124 0 1 "Cnon"
"5015507" "Sfem" 41 "Fmar" 35 "Pemp" 0 0 0 0 794 0 0 0 0 0 0 0 0 0 0 0 0 0 1 794 0 0 1 794 0 0 0 0 0 0 NA 0 0 794 0 0 "Cnon"
"5017139" "Sfem" 24 "Fcel" 35 "Pemp" 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 "Cnon"
"5018414" "Shom" 50 "Fmar" 34 "Pcad" 0 0 1 26 3600 15 393327 0 0 1 4619 26 13 100 0 393327 0 0 1 3600 0 0 1 3600 0 0 0 0 0 0 21 1 0 7826 0 5 "Cnon"
"5018684" "Sfem" 29 "Fcel" 34 "Pouv" 0 0 0 40 22500 0 0 0 0 1 6820 32 13 32 10000 0 0 0 2 22500 1 2400 1 20100 0 0 0 0 0 0 1 1 0 25707 0 28 "Cnon"
"5018992" "Sfem" 28 "Fcel" 34 "Pemp" 0 0 0 0 0 0 0 0 0 1 431 0 944 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 430 0 0 "Cnon"
"5019606" "Sfem" 45 "Fmar" 34 "Pcad" 0 0 0 0 56619 0 0 0 0 0 0 0 0 0 0 0 0 0 2 56619 2 56619 0 0 0 0 0 0 0 0 NA 0 0 56619 0 0 "Cnon"
"5020765" "Shom" 52 "Fmar" 33 "Pcad" 0 0 0 18 20230 36 527499 16795 12430 1 4404 18 13 32 0 498274 0 0 2 20230 1 2130 1 18100 0 0 0 0 0 0 NA 0 0 25601 0 0 "Cnon"
"5021257" "Shom" 21 "Fcel" 33 "Psan" 0 0 1 2 0 0 0 0 0 1 919 2 13 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 908 0 8 "Cnon"
"5022164" "Sfem" 59 "Fmar" 33 "Psan" 0 0 0 1 112158 0 0 0 0 0 0 0 0 0 0 0 0 0 2 112158 1 112048 1 110 0 0 0 0 0 0 NA 0 0 112158 0 0 "Cnon"
"5023674" "Sfem" 44 "Fcel" 32 "Pcad" 0 0 0 15 115577 34 242261 0 0 1 4852 13 13 19 0 242261 0 0 1 115577 0 0 1 115577 0 0 0 0 0 0 0 1 0 122951 2097 0 "Cnon"
"5023979" "Sfem" 28 "Fmar" 32 "Pint" 0 0 2 30 147118 4 75584 0 75584 1 10891 13 14 47 3500 0 0 0 2 147118 1 97710 1 49408 0 0 0 0 0 0 33 1 0 155202 0 2 "Cnon"
"5024101" "Sfem" 22 "Fcel" 32 "Psan" 0 0 0 0 0 0 0 0 0 1 198 0 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 270 0 0 "Cnon"
"5025493" "Shom" 40 "Fcel" 31 "Pcad" 0 0 0 20 104 0 0 0 0 1 3674 20 13 61 0 0 0 0 2 104 1 0 1 104 0 0 0 0 0 0 24 1 0 12908 0 29 "Cnon"
"5025657" "Shom" 30 "Fmar" 31 "Psan" 0 0 0 2 671 0 0 0 0 1 807 2 13 6 0 0 0 0 1 671 0 0 1 671 0 0 0 0 0 0 1 2 0 1328 0 4 "Cnon"
"5026024" "Sfem" 23 "Fcel" 31 "Psan" 0 0 0 7 0 0 0 0 0 1 9947 7 16 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 25431 0 0 "Cnon"
"5026077" "Shom" 34 "Fuli" 31 "Pemp" 0 0 2 3 0 0 938 938 0 1 982 3 16 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 12 "Cnon"
"5028399" "Shom" 42 "Fmar" 30 "Pemp" 0 0 2 11 0 6 4136 4136 0 1 -2308 11 13 45 42120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 76 "Cnon"
"5030828" "Sfem" 32 "Fcel" 29 "Psan" 0 0 1 0 0 0 0 0 0 1 77 0 36 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 "Cnon"
"5030918" "Shom" 48 "Fmar" 29 "Pcad" 0 0 0 24 0 0 0 0 0 1 6082 24 14 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 1 0 3877 0 6 "Cnon"
"5030976" "Sfem" 21 "Fcel" 29 "Psan" 0 0 1 4 0 0 0 0 0 1 1228 4 13 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3028 0 14 "Cnon"
"5031537" "Sfem" 32 "Fcel" 29 "Pcad" 0 0 1 11 33185 0 0 0 0 1 2937 11 13 44 0 0 1 12771 1 33185 0 0 1 33185 0 0 0 0 0 0 17 1 0 50462 12771 0 "Cnon"
"5033195" "Sfem" 22 "Fcel" 28 "Psan" 0 0 4 8 2900 0 0 0 0 1 2540 4 13 33 0 0 0 0 2 2900 1 1800 1 1100 0 0 0 0 0 0 10 1 0 19832 0 3 "Cnon"
"5034523" "Sfem" 52 "Fmar" 28 "Pcad" 0 0 0 0 10133 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10133 1 10133 0 0 0 0 0 0 0 0 NA 0 0 10133 0 0 "Cnon"
"5034544" "Shom" 36 "Fmar" 28 "Psan" 0 0 2 8 0 26 15181 15181 0 1 -1465 8 19 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 72 "Cnon"
"5035471" "Shom" 19 "Fcel" 28 "Psan" 0 0 0 0 0 0 0 0 0 1 -9 0 44 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 44 "Cnon"
"5035649" "Sfem" 51 "Fmar" 27 "Psan" 0 0 0 0 10134 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10134 1 10134 0 0 0 0 0 0 0 0 NA 0 0 10134 0 0 "Cnon"
"5036198" "Shom" 31 "Fcel" 27 "Pint" 0 0 2 58 104100 0 0 0 0 1 29414 41 14 22 5100 0 0 0 1 104100 0 0 1 104100 0 0 0 0 0 0 10 1 0 120252 0 0 "Cnon"
"5036356" "Shom" 23 "Fcel" 27 "Psan" 0 0 0 0 9816 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9816 1 9816 0 0 0 0 0 0 0 0 NA 0 0 9816 0 0 "Cnon"
"5036807" "Shom" 44 "Fmar" 27 "Pcad" 0 0 2 6 153 0 0 0 0 1 786 6 13 15 32000 0 0 0 1 153 0 0 1 153 0 0 0 0 0 0 0 2 1 1095 0 24 "Cnon"
"5036917" "Sfem" 51 "Fmar" 27 "Psan" 0 0 0 0 10140 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10140 1 10140 0 0 0 0 0 0 0 0 NA 0 0 10140 0 0 "Cnon"
"5037281" "Shom" 21 "Fcel" 27 "Psan" 0 0 0 1 0 0 0 0 0 1 563 1 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 26 0 1 "Cnon"
"5037580" "Sfem" 53 "Fmar" 27 "Pemp" 0 0 0 0 30564 0 0 0 0 0 0 0 0 0 0 0 0 0 1 30564 1 30564 0 0 0 0 0 0 0 0 NA 0 0 30564 0 0 "Cnon"
"5037587" "Sfem" 29 "Fcel" 27 "Psan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 "Cnon"
"5037798" "Sfem" 24 "Fcel" 27 "Psan" 0 0 0 0 9801 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9801 1 9801 0 0 0 0 0 0 0 0 NA 0 0 9801 0 0 "Cnon"
"5039562" "Shom" 26 "Fcel" 26 "Pemp" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 "Cnon"
"5040262" "Shom" 42 "Fdiv" 26 "Pemp" 0 0 0 1 0 26 13148 0 13148 1 561 1 23 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 366 0 0 "Cnon"
"5040874" "Sfem" 54 "Fcel" 26 "Psan" 0 0 1 1 5722 0 0 0 0 1 1262 1 14 8 0 0 0 0 1 5722 0 0 1 5722 0 0 0 0 0 0 NA 0 0 6204 0 0 "Cnon"
"5041088" "Sfem" 54 "Fmar" 26 "Psan" 0 0 2 35 16500 13 291798 0 0 2 12070 32 14 25 66950 291798 0 0 1 16500 0 0 1 16500 0 0 0 0 0 0 12 1 0 28121 0 3 "Cnon"
